title,price,neighborhood,url
$1950 / 1.5BED-1BATH SECOND FLOOR APARTMENT ON QUEEN ST,"$1,950",PARKDALE/HIGHPARK,https://toronto.craigslist.org/tor/apa/d/toronto-bed-1bath-second-floor/7860983228.html
"FOR RENT LARGE 2BR+ DEN BIG PATIO 1800SF Available September 1, 2025","$3,200",Toronto,https://toronto.craigslist.org/tor/apa/d/york-for-rent-large-2br-den-big-patio/7871260491.html
"1+Den Condo for Rent – Bright, Modern Unit in Downtown Oshawa","$2,200",Oshawa,https://toronto.craigslist.org/drh/apa/d/oshawa-1den-condo-for-rent-bright/7861206956.html
**Upgraded townhouse in prime area for rent**,"$3,300",aurora,https://toronto.craigslist.org/yrk/apa/d/aurora-upgraded-townhouse-in-prime-area/7871245761.html
"DOWNTOWN STUDIO, basement, fully furnished, available SEPTEMBER 1st","$1,375",toronto,https://toronto.craigslist.org/tor/apa/d/toronto-downtown-studio-basement-fully/7871244587.html
Furnished main floorRoom within 6mins walking distant to Finch Subway,$800,Yonge/Finch,https://toronto.craigslist.org/tor/apa/d/north-york-furnished-main-floorroom/7863184997.html
"1Br+Den in King West – Pool, Gym, Locker Included","$2,400",Downtown Toronto,https://toronto.craigslist.org/tor/apa/d/toronto-1brden-in-king-west-pool-gym/7867651320.html
"Fully Furnished Large 1Br Condo w/Parking, Locker, WiFi, W/D and Cable","$2,299",Toronto West,https://toronto.craigslist.org/tor/apa/d/etobicoke-fully-furnished-large-1br/7869808235.html
St Clair/Bathurst,"$2,185",Hillcrest Village,https://toronto.craigslist.org/tor/apa/d/york-st-clair-bathurst/7871235110.html
Fabulous One Bedroom,"$2,900",Keele St  and Bloor St  W,https://toronto.craigslist.org/tor/apa/d/toronto-fabulous-one-bedroom/7871232885.html
HIGH PARK  GLEN GORDON Rd (Toronto) (Keele and Bloore),"$6,300",Toronto ontario,https://toronto.craigslist.org/tor/apa/d/toronto-high-park-glen-gordon-rd/7871232843.html
2 Beds 2 Baths Apartment,"$2,000",Toronto,https://toronto.craigslist.org/tor/apa/d/toronto-beds-baths-apartment/7871228869.html
1 beds   1 baths  600 sqft,"$1,150","45 Gardiner Rd #321, Toronto, ON M5P 3B6",https://toronto.craigslist.org/tor/apa/d/toronto-beds-baths-600-sqft/7871228767.html
"One bedroom, bathroom condo in the heart of downtown","$1,400",Toronto,https://toronto.craigslist.org/tor/apa/d/downtown-toronto-one-bedroom-bathroom/7869179113.html
1+1 Bed & 1 Bath- 47 Lower River St,"$2,100",Toronto,https://toronto.craigslist.org/tor/apa/d/downtown-toronto-11-bed-bath-47-lower/7871191024.html
0 Bed & 1 Bath - 238 Simcoe St,"$2,100",Toronto,https://toronto.craigslist.org/tor/apa/d/toronto-bed-bath-simcoe-st/7871190220.html
1 Bed & 1 Bath - 252 Church St,"$2,100",Toronto,https://toronto.craigslist.org/tor/apa/d/toronto-bed-bath-church-st/7871189687.html
1+1 Bed & 1 Bath - 60 Tannery Rd,"$2,100",Toronto,https://toronto.craigslist.org/tor/apa/d/downtown-toronto-11-bed-bath-60-tannery/7871189132.html
1 Bed 1 Bath - 100 Dalhousie St,"$2,100",Toronto,https://toronto.craigslist.org/tor/apa/d/toronto-bed-bath-dalhousie-st/7871188197.html
1 Bed & 1 Bath - 5 Defries St,"$2,100",Toronto,https://toronto.craigslist.org/tor/apa/d/toronto-bed-bath-defries-st/7871187055.html
PRIVATE FURNISHED ACCOMMODATION IN DOWNTOWN CHATEAU (Casa Loma),"$1,500",Toronto,https://toronto.craigslist.org/tor/apa/d/toronto-private-furnished-accommodation/7865229618.html
PRIVATE FURNISHED ACCOMMODATION IN DOWNTOWN CHATEAU (Casa Loma),"$1,500",Toronto,https://toronto.craigslist.org/tor/apa/d/toronto-private-furnished-accommodation/7865215602.html
PRIVATE FURNISHED ACCOMMODATION IN DOWNTOWN TORONTO CHATEAU (Casa Loma,"$1,800",Toronto,https://toronto.craigslist.org/tor/apa/d/toronto-private-furnished-accommodation/7867059860.html
PRIVATE FURNISHED ACCOMMODATION IN DOWNTOWN CHATEAU (Casa Loma),"$1,500",Toronto,https://toronto.craigslist.org/tor/apa/d/toronto-private-furnished-accommodation/7864309913.html
1+1 Bed & 1 Bath - 2 Clairtrell Rd,"$2,400",Toronto,https://toronto.craigslist.org/tor/apa/d/north-york-11-bed-bath-clairtrell-rd/7867276028.html
1 Bed 1 Bath -  210 Simcoe St,"$2,200",Toronto,https://toronto.craigslist.org/tor/apa/d/toronto-bed-bath-simcoe-st/7867265492.html
1 Bed  + 1 Bath -  15 Grenville St,"$2,400",Toronto,https://toronto.craigslist.org/tor/apa/d/toronto-bed-bath-15-grenville-st/7867275150.html
1+1 BED & 2 BATH - 20 North Park Rd,"$2,550",Toronto,https://toronto.craigslist.org/tor/apa/d/toronto-11-bed-bath-20-north-park-rd/7867283581.html
1+1 Bed & 1 Bath - 50 Dunfield Ave,"$2,395",Toronto,https://toronto.craigslist.org/tor/apa/d/toronto-11-bed-bath-50-dunfield-ave/7867273625.html
1 Bed & 1 Bath - 11 Brunel Court,"$2,250",Toronto,https://toronto.craigslist.org/tor/apa/d/toronto-bed-bath-11-brunel-court/7867267325.html
1+1 Bed & 1 Bath - 230 Simcoe Street,"$2,300",Toronto,https://toronto.craigslist.org/tor/apa/d/toronto-11-bed-bath-simcoe-street/7867267808.html
1+1 Bed & Bath - 28 Interchange Way,"$2,150",Vaughan,https://toronto.craigslist.org/tor/apa/d/concord-11-bed-bath-28-interchange-way/7867262415.html
1 Bed & 1 Bath - 105 The Queensway,"$2,200",Toronto,https://toronto.craigslist.org/tor/apa/d/etobicoke-bed-bath-the-queensway/7867264963.html
1 Bed & 1 Bath - The Brant Park,"$2,175",Toronto,https://toronto.craigslist.org/tor/apa/d/toronto-bed-bath-the-brant-park/7864492836.html
1 bed & 1 Bath - 22,"$2,250",Toronto,https://toronto.craigslist.org/tor/apa/d/toronto-bed-bath-22/7864493887.html
1 Bed & 1 Bath -,"$2,295",Toronto,https://toronto.craigslist.org/tor/apa/d/toronto-bed-bath/7864495284.html
1 Bed & 1 Bath - The Woodsworth Condos,"$2,000",Toronto,https://toronto.craigslist.org/tor/apa/d/toronto-bed-bath-the-woodsworth-condos/7864492061.html
1+1 Bed & 1 Bath - 575 Bloor St E,"$2,450",Toronto,https://toronto.craigslist.org/tor/apa/d/toronto-11-bed-bath-bloor-st/7867280558.html
1 Bed & 1 Bath - 101 Erskine Ave,"$2,400",Toronto,https://toronto.craigslist.org/tor/apa/d/toronto-bed-bath-erskine-ave/7867276572.html
1+1 Bed & 1 Bath - 85 Wood St,"$2,500",Toronto,https://toronto.craigslist.org/tor/apa/d/toronto-11-bed-bath-85-wood-st/7867282164.html
1 Bed & 1 Bath - 11 Wellesley St W,"$2,450",Toronto,https://toronto.craigslist.org/tor/apa/d/toronto-bed-bath-11-wellesley-st/7867277148.html
1+1 Bed & Bath - 238 Simcoe St,"$2,450",Toronto,https://toronto.craigslist.org/tor/apa/d/toronto-11-bed-bath-simcoe-st/7867279812.html
1+1 Bed & 1 Bath - 70 Temperance St,"$2,500",Toronto,https://toronto.craigslist.org/tor/apa/d/toronto-11-bed-bath-70-temperance-st/7867281391.html
1+1 Bed & 1 Bath - 138 Downes Street,"$2,500",Toronto,https://toronto.craigslist.org/tor/apa/d/downtown-toronto-11-bed-bath-downes/7867282615.html
4 bed 4bath Townhouse,"$3,850",Mississauga,https://toronto.craigslist.org/mss/apa/d/mississauga-bed-4bath-townhouse/7871182539.html
1+ Den Furnished Condo in the Heart of Downtown Toronto.,"$2,550",Spadina and Front,https://toronto.craigslist.org/tor/apa/d/downtown-toronto-den-furnished-condo-in/7871174147.html
Furnished 3 Beds Unit for rent,"$2,460",toronto,https://toronto.craigslist.org/tor/apa/d/toronto-furnished-beds-unit-for-rent/7871173486.html
"At Yonge & 16th, 1BR+DEN Condo, Richmond Hill","$2,300",Richmond Hill,https://toronto.craigslist.org/yrk/apa/d/richmond-hill-at-yonge-16th-1brden/7871169970.html
Beautiful Renovated Suite in Historic Beach Dairy,"$2,700",Upper Beach,https://toronto.craigslist.org/tor/apa/d/toronto-beautiful-renovated-suite-in/7870648322.html
Beautiful 3 bedrooms and 1 living room apartment in College & Dufferin,"$3,300",city of toronto,https://toronto.craigslist.org/tor/apa/d/toronto-beautiful-bedrooms-and-living/7871153833.html
"Basement, Yonge & Finch, 1 Bed $1,600","$1,600",yonge & finch,https://toronto.craigslist.org/tor/apa/d/north-york-basement-yonge-finch-bed-1600/7871148055.html
Aug/Sept ❤ Unfurnished studio ALL INCL 1 month FREE with gym,"$1,895","Yonge/Bloor, Wellesley/Church area",https://toronto.craigslist.org/tor/apa/d/toronto-aug-sept-unfurnished-studio-all/7868899268.html
August-Sept❤Unfurnished 1-bedr ALL INCL 1 month FREE with new gym,"$2,150","Yonge/Bloor, Wellesley/Church area",https://toronto.craigslist.org/tor/apa/d/toronto-august-septunfurnished-bedr-all/7868899197.html
"276 kingsdale ave, BSMT","$2,200",toronto,https://toronto.craigslist.org/tor/apa/d/north-york-276-kingsdale-ave-bsmt/7871134872.html
Two Bedroom Apartment for Rent,"$2,400",toronto,https://toronto.craigslist.org/tor/apa/d/toronto-two-bedroom-apartment-for-rent/7871132124.html
Spacious & Bright Pet Friendly Apt w Huge Yard/Laundry/Parking,"$2,250","Cliffside, Scarborough",https://toronto.craigslist.org/tor/apa/d/scarborough-spacious-bright-pet/7870290484.html
"2Bdrm Apt, utilities included in the St Clair Ave W/ Dufferin St area","$2,000",Corso Italia,https://toronto.craigslist.org/tor/apa/d/toronto-2bdrm-apt-utilities-included-in/7866877564.html
3Bdrm Apt utilities included in the St Clair Ave W/ Dufferin St area,"$2,940",Corso Italia,https://toronto.craigslist.org/tor/apa/d/toronto-3bdrm-apt-utilities-included-in/7866877381.html
Sleek 1BED-1BATH Apartment-Downtown Toronto,"$1,750",toronto,https://toronto.craigslist.org/tor/apa/d/downtown-toronto-sleek-1bed-1bath/7863293840.html
Furnished 2bed 2bath @15 Queens Quay East,"$3,800",Torono,https://toronto.craigslist.org/tor/apa/d/downtown-toronto-furnished-2bed-2bath/7871080392.html
Two bedroom apartment fully furnished downtown Toronto,"$2,600",Toronto,https://toronto.craigslist.org/tor/apa/d/toronto-two-bedroom-apartment-fully/7868298477.html
2 BDR LAWRENCE PARK NORTH,"$2,500",LAWRENCE AND MT. PLEASANT RD,https://toronto.craigslist.org/tor/apa/d/central-toronto-bdr-lawrence-park-north/7871077999.html
Upscale 2 Bedroom  2 Bathroom Loft Style Apartment,"$2,800",city of toronto,https://toronto.craigslist.org/tor/apa/d/etobicoke-upscale-bedroom-bathroom-loft/7871075640.html
1 Bedroom All Inclusive Condo Eglinton & Caledonia,"$2,200",city of toronto,https://toronto.craigslist.org/tor/apa/d/york-bedroom-all-inclusive-condo/7866522730.html
"Large 1 Bedroom Loft Style Apartment, with private Entrance and AC","$2,800",city of toronto,https://toronto.craigslist.org/tor/apa/d/toronto-large-bedroom-loft-style/7871074154.html
1 Bedroom Apt for rent,"$1,750",Toronto/ Parkdale,https://toronto.craigslist.org/tor/apa/d/toronto-bedroom-apt-for-rent/7871072007.html
Beautiful four bedroom house for rent with backyard,"$4,200",Kensington Market,https://toronto.craigslist.org/tor/apa/d/toronto-beautiful-four-bedroom-house/7867815445.html
Basement apartment,"$1,900",Toronto,https://toronto.craigslist.org/tor/apa/d/toronto-basement-apartment/7871046637.html
"Spacious, modern, 1+1 unit in the heart of King West","$2,400",King and Spadina,https://toronto.craigslist.org/tor/apa/d/toronto-spacious-modern-11-unit-in-the/7866063840.html
2 bedroom basement for rent,"$1,800",Mississauga,https://toronto.craigslist.org/mss/apa/d/mississauga-bedroom-basement-for-rent/7871020372.html
"Exposed Brick & BeamLive/Work Loft , 18' ceiling","$2,078",Toronto,https://toronto.craigslist.org/tor/apa/d/york-exposed-brick-beamlive-work-loft/7871009252.html
3 BED + 3 BATH WITH FULLY FURNISHED BASEMENT HOME BRAMPTON,"$3,100",Brampton,https://toronto.craigslist.org/tor/apa/d/brampton-bed-bath-with-fully-furnished/7868066997.html
"Open Concept Loft, 15 foot ceiling Live/Work Studio","$3,700",Toronto,https://toronto.craigslist.org/tor/apa/d/york-open-concept-loft-15-foot-ceiling/7871011026.html
Spacious studio bsmt apartment. for rent,"$1,800",Toronto,https://toronto.craigslist.org/tor/apa/d/york-spacious-studio-bsmt-apartment-for/7871010387.html
11 BRUNEL COURT - WESTONE CONDOS - HIGH FLOOR 1 BEDROOM W/LAKEVIEWS,"$1,900",11 Brunel Court & Fort York Blvd. / Spadina Avenue M5V3Y3,https://toronto.craigslist.org/tor/apa/d/toronto-11-brunel-court-westone-condos/7869756995.html
65 BREMNER BLVD -MAPLE LEAF SQUARE - 1 BEDROOM W/BALCONY CN TOWER VIEW,"$2,200",toronto,https://toronto.craigslist.org/tor/apa/d/toronto-65-bremner-blvd-maple-leaf/7869760047.html
NEW!! Furnished Cozy 1 Bd 1 Bath bsmt Apt at Bloor and Spadina,"$1,230",Downtown Toronto (Spadina and Bloor),https://toronto.craigslist.org/tor/apa/d/central-toronto-new-furnished-cozy-bd/7864340546.html
88 HARBOUR STREET - HARBOUR PLAZA - 1 BEDROOM W/LAKEVIEWS (VIDEO),"$2,300",88 Harbour Street M5J0C3 & 100 Harbour Street M5J0B5,https://toronto.craigslist.org/tor/apa/d/toronto-88-harbour-street-harbour-plaza/7868736394.html
15 LOWER JARVIS STREET - LIGHTHOUSE CONDOS - HIGH FLOOR 1 BEDROOM+DEN,"$2,450",15 Lower Jarvis Street & 20 Richardson Street M5E0C4,https://toronto.craigslist.org/tor/apa/d/toronto-15-lower-jarvis-street/7868826826.html
225 SHERWAY GARDENS ROAD - ONE SHERWAY CONDOS - 2 BEDROOM W/1-PARKING,"$2,700",225 Sherway Gardens Road - ( The West Mall & Evans Avenue ),https://toronto.craigslist.org/tor/apa/d/etobicoke-225-sherway-gardens-road-one/7865906551.html
8 YORK ST - WATERCLUB CONDOS - 2 BEDROOM + DEN W/1-PARKING & LAKEVIEWS,"$3,600",8 York Street & 208 / 218 Queens Quay West & York Street,https://toronto.craigslist.org/tor/apa/d/toronto-york-st-waterclub-condos/7868331666.html
8 WELLESLEY STREET CONDOS - HIGH FLOOR 2 BEDROOM + DEN W/PARKING,"$3,600",8 Wellesley Street West & Yonge Street / Bay Street  M4Y1Y5,https://toronto.craigslist.org/tor/apa/d/toronto-wellesley-street-condos-high/7870185016.html
65 BREMNER BLVD - MAPLE LEAF SQUARE - FURNISHED 2 BEDROOM W/PARKING,"$4,000",65 Bremner Blvd. at York Street - 55 & 65 Bremner Blvd. M5J0,https://toronto.craigslist.org/tor/apa/d/toronto-65-bremner-blvd-maple-leaf/7871006658.html
Beautiful Newly Renovated 1 Bedroom: Ossington & Dupont,"$1,950",Toronto,https://toronto.craigslist.org/tor/apa/d/downtown-toronto-beautiful-newly/7870992318.html
Bright 1+1 south facing unit offers a spacious open-concept layout,"$2,500","North St. James Town, Toronto",https://toronto.craigslist.org/tor/apa/d/toronto-bright-11-south-facing-unit/7862182307.html
Beautifully Maintained 1-Bedroom Plus Den Condo W/ Parking / Locker,"$2,300","Islington-City Centre West, Toronto",https://toronto.craigslist.org/tor/apa/d/etobicoke-beautifully-maintained/7869836117.html
"Welcome to 89 Combermere Drive, a solidly built 1 1/2-storey semi-","$3,500","Parkwoods-Donalda, Toronto",https://toronto.craigslist.org/tor/apa/d/north-york-welcome-to-89-combermere/7869837814.html
West Annex Spacious 2 bedroom,"$2,200","Bloor/ Christtie, Toronto",https://toronto.craigslist.org/tor/apa/d/toronto-west-annex-spacious-bedroom/7870985979.html
Nice Spacious 3 bedroom on Dundas Street West,"$2,700","Dundas St. W, Ossington, Toronto",https://toronto.craigslist.org/tor/apa/d/toronto-nice-spacious-bedroom-on-dundas/7870984049.html
"Upgarded 1 bedroom unit in prime area, parking included","$2,100",vaughan,https://toronto.craigslist.org/yrk/apa/d/concord-upgarded-bedroom-unit-in-prime/7870979175.html
1 BA Downtown Toronto Furnish Lakefront Yonge_Bay_York_Lake Shore_TMU,"$2,750",toronto,https://toronto.craigslist.org/tor/apa/d/toronto-ba-downtown-toronto-furnish/7870970635.html
4BR +den 1.5 bath apt Dundas & Bathurst incl water + electricity,"$3,000",Downtown toronto,https://toronto.craigslist.org/tor/apa/d/toronto-4br-den-15-bath-apt-dundas/7862344292.html
Newly Renovated 1 small bedroom /Studio House,$800,Toronto,https://toronto.craigslist.org/tor/apa/d/downsview-east-newly-renovated-small/7870958578.html
ROSEDALE: Large 2 Bedroom Corner Apartment For Rent Downtown Toronto,"$3,550",DOWNTOWN TORONTO - ROSEDALE - SUMMERHILL - YORKVILLE,https://toronto.craigslist.org/tor/apa/d/toronto-rosedale-large-bedroom-corner/7861939339.html
"Queen w Drake Hotel,5br,2decks,2flrs,laundry,2bath,Sept1$3700 ovr shop","$3,700",1124 Queen st w@Dufferin over pizza pizza 1900ft,https://toronto.craigslist.org/tor/apa/d/toronto-queen-drake/7865963143.html
MUST SEE KENSIGHTON MARKET 3 BEDS 1 BATH WITH W/O DECK,"$3,300",DUNDAS AND SPADINA,https://toronto.craigslist.org/tor/apa/d/downtown-toronto-must-see-kensighton/7870937233.html
RONCE ADDRESS TWO LEVELS 3 BEDS 2 BATHS,"$4,750",BLOOR AND DUNDAS,https://toronto.craigslist.org/tor/apa/d/toronto-ronce-address-two-levels-beds/7870939045.html
A MUST SEE TWO LEVELS TOWNHOUSE WITH TERRACE 3 3 BATHS,"$4,200",BLOOR AND DUNDAS,https://toronto.craigslist.org/tor/apa/d/toronto-must-see-two-levels-townhouse/7870938492.html
THE JUNCTION WALK UP 3 BEDS 1 BATH,"$4,000",DUNDAS AND KEELE,https://toronto.craigslist.org/tor/apa/d/toronto-the-junction-walk-up-beds-bath/7870937893.html
LITTLE PORTUGAL 3 BEDS 1 BATH MAIN LEVEL WITH BACKYARD ACCESS,"$3,000",DUNDAS AND DUFFERIN,https://toronto.craigslist.org/tor/apa/d/toronto-little-portugal-beds-bath-main/7870936940.html
TWO LEVELS 3 BEDS 1 BATH WITH BACKYARD ACCESS PARKING ICNLD,"$3,000",DUPONT AND LANSDOWNE,https://toronto.craigslist.org/tor/apa/d/west-toronto-two-levels-beds-bath-with/7870936381.html
newly renovated spacious bachelor,"$1,550",eglinton and keele,https://toronto.craigslist.org/tor/apa/d/york-newly-renovated-spacious-bachelor/7869677951.html
must see great value 2 beds 1 bath upper level corso italia,"$1,975",DAVENPORT AND LANSDOWNE,https://toronto.craigslist.org/tor/apa/d/west-toronto-must-see-great-value-beds/7869678694.html
EXPOSED BRICK ONE MONTH FREE BACHELOR WITH W/O DECK,"$2,000",CHURCH AND CARLTON,https://toronto.craigslist.org/tor/apa/d/toronto-exposed-brick-one-month-free/7869679246.html
MUST SEE MAIN LEVEL 2 BEDS 1 BATH ENSUITE LAUNDRY UTILITIES INCLD,"$2,400",DUPONT AND OSSIGNTON,https://toronto.craigslist.org/tor/apa/d/west-toronto-must-see-main-level-beds/7869680111.html
MAIN LEVEL RECENTLY RENOVATED  2 BEDS 1 BATH,"$2,600",DUPONT AND DOVERCOURT,https://toronto.craigslist.org/tor/apa/d/west-toronto-main-level-recently/7869680443.html
THE ANNEX MAIN LEVEL EXPOSED BRICK 2 BEDS 1 BATH WITH BACKYARD,"$3,000",BLOOR AND BATHURST,https://toronto.craigslist.org/tor/apa/d/downtown-toronto-the-annex-main-level/7869681845.html
ON SUBWAY LINE 800 SQ FT 1 BED POST AND WOOD BEAMS,"$2,800",BLOOR AND DUFFERIN,https://toronto.craigslist.org/tor/apa/d/west-toronto-on-subway-line-800-sq-ft/7869681456.html
LITTLE PORTUGAL MAIN LEVEL 2 BEDS 1 BATH,"$2,800",DUNDAS AND DUFFERIN,https://toronto.craigslist.org/tor/apa/d/toronto-little-portugal-main-level-beds/7869681036.html
Detached House for RENT,"$3,600",Newmarket,https://toronto.craigslist.org/yrk/apa/d/newmarket-northeast-detached-house-for/7870935913.html
LITTLE ITALY 3 BEDS 2 BATHS UPPER LEVEL WITH W/O DECK,"$3,400",COLLEGE AND OSSIGHTON,https://toronto.craigslist.org/tor/apa/d/downtown-toronto-little-italy-beds/7869682170.html
KENSIGHTON MARKET 5 BEDS 2 BATHS,"$4,600",KENSIGHTON MARKET,https://toronto.craigslist.org/tor/apa/d/downtown-toronto-kensighton-market-beds/7869682815.html
BRAND NEW NEVER LIVED IN 2 BEDS 2 BATHS PARKING INCLD,"$2,900",BLOOR AND DUNDAS,https://toronto.craigslist.org/tor/apa/d/toronto-brand-new-never-lived-in-beds/7869683741.html
BRAND NEW NEVER LIVED IN 1 BED LUXURY CANADA HOUSE CONDOS,"$2,100",front and spadina,https://toronto.craigslist.org/tor/apa/d/downtown-toronto-brand-new-never-lived/7869684144.html
10' ceilings main level 512 sq ft bachlelor september 1st occupancy,"$1,800",DUPONT AND LANSDOWNE,https://toronto.craigslist.org/tor/apa/d/west-toronto-10-ceilings-main-level-512/7869684652.html
1600 SQ FT RENOVATED 3 BEDS 2 BATHS ETERTAINMENT DISTRICT PARKING INCL,"$4,000",BLOOR AND SPADINA,https://toronto.craigslist.org/tor/apa/d/downtown-toronto-1600-sq-ft-renovated/7868914719.html
512 SQ FT BACHELOR 10' CEILINS GROUND FLOOR STUNNING AMENITIES,"$1,850",DUPONT AND LANSDOWNE,https://toronto.craigslist.org/tor/apa/d/west-toronto-512-sq-ft-bachelor-10/7868915007.html
10' CEILINGS STUDIO CONDO 512 SQ FT JUNCTION TRIANGLE PARKING AVAILABL,"$1,850",DUPONT AND LANSDOWNE,https://toronto.craigslist.org/tor/apa/d/west-toronto-10-ceilings-studio-condo/7869412260.html
10' ceilings main level 512 sq ft bachlelor september 1st occupancy,"$1,850",DUPONT AND LANSDOWNE,https://toronto.craigslist.org/tor/apa/d/west-toronto-10-ceilings-main-level-512/7868128502.html
MUST SEE DNA LOFTS PENTHOUSE BACHELOR WITH PARKING INCLD,"$2,000",LIBERTY VILLAGE,https://toronto.craigslist.org/tor/apa/d/toronto-must-see-dna-lofts-penthouse/7868130894.html
MUST SEE 2 BEDS 1 BATH CONDO,"$2,800",KENSIGHTON MARKET,https://toronto.craigslist.org/tor/apa/d/downtown-toronto-must-see-beds-bath/7868134503.html
must see incredible value 3 beds 1 bath laundry onsite,"$2,450",LAKE SHORE AND ISLINGTON,https://toronto.craigslist.org/tor/apa/d/etobicoke-must-see-incredible-value/7866071244.html
BRAND NEW NEVER LIVED IN 1 BED CORNER UNIT HARBOURFRONT,"$2,200",QUEENS QUAY AND LOWER JARVIS,https://toronto.craigslist.org/tor/apa/d/downtown-toronto-brand-new-never-lived/7868132776.html
MUST SEE LIBERTY VILLAGE 1 BED TOWNHOUSE,"$1,900",LIBERTY VILLAGE,https://toronto.craigslist.org/tor/apa/d/toronto-must-see-liberty-village-bed/7868130266.html
CHINATOWN GREAT VALUE 3 BEDS 1 BATH,"$2,800",KENSIGHTON MARKET,https://toronto.craigslist.org/tor/apa/d/downtown-toronto-chinatown-great-value/7868134171.html
10' ceilings main level 512 sq ft bachlelor september 1st occupancy,"$1,895",dupont and dufferin,https://toronto.craigslist.org/tor/apa/d/west-toronto-10-ceilings-main-level-512/7866070316.html
TWO LEVELS BLOOR WEST VILLAGE 4 BEDS 2 BATHS,"$4,200",ANNETTE AND RUNNYMEDE,https://toronto.craigslist.org/tor/apa/d/west-toronto-two-levels-bloor-west/7868136797.html
THE LAKESHORE CONDOS CORNER UNIT 2 BEDS 2 BATHS PARKING INLD,"$2,900",LAKESHORE AND BATHURST,https://toronto.craigslist.org/tor/apa/d/north-york-the-lakeshore-condos-corner/7868135406.html
BRAND NEW NEVER LIVED IN LUXURY 1 BED CONDO,"$2,150",DUFFERIN GROVE,https://toronto.craigslist.org/tor/apa/d/toronto-brand-new-never-lived-in-luxury/7868132353.html
THE ANNEX OSCAR CONDOS 2 BEDS 2 BATHS BOUTIQUE CONDO,"$2,600",DUPONT AND BATHURST,https://toronto.craigslist.org/tor/apa/d/downtown-toronto-the-annex-oscar-condos/7868133827.html
must see upper level 3 beds 1 bath renovated parking incld,"$2,750",LAKE SHORE AND ISLINGTON,https://toronto.craigslist.org/tor/apa/d/etobicoke-must-see-upper-level-beds/7866071512.html
UTILITIES AND INTERNET INCLD 3 BEDS TWO LEVELS STEPS TO SUBWAY,"$3,695",BLOOR AND OSSIGHTON,https://toronto.craigslist.org/tor/apa/d/west-toronto-utilities-and-internet/7866074064.html
must see renovated 3 beds 1 bath parking incld utilities flat rate,"$2,900",DUFFERIN AND ROGERS,https://toronto.craigslist.org/tor/apa/d/york-must-see-renovated-beds-bath/7866072012.html
BRAND NEW X02 CONDOS 3 BEDS 2 BATHS EXTRA LARGE BALCONY,"$3,250",KING AND DUFFERIN,https://toronto.craigslist.org/tor/apa/d/toronto-brand-new-x02-condos-beds-baths/7866072965.html
HIGH PARK LIFESTYLE 2 BEDS 1 BATH CHARMING AND SPACIOUS MAIN LEVEL,"$3,300",HIGH PARK,https://toronto.craigslist.org/tor/apa/d/toronto-high-park-lifestyle-beds-bath/7861225041.html
STEPS TO HIGH PARK AND BLOOR WEST VILLAGE 2 BEDS 1 BATH PARKING AVAILA,"$2,600",HIGH PARK,https://toronto.craigslist.org/tor/apa/d/toronto-steps-to-high-park-and-bloor/7861221663.html
4 BEDS 3 BATHHS ROOFTOOP TERRACE FULL TOWNHOUSE JUNCTION TRIANGLW,"$4,197",JUNCTION TRIANGLE,https://toronto.craigslist.org/tor/apa/d/west-toronto-beds-bathhs-rooftoop/7861227109.html
SEPTEMBER 1ST OCCUPANCY 4 BEDS 3 BATHS ROOFTOP TERRACE,"$4,197",DUPONT AND LANSDOWNE,https://toronto.craigslist.org/tor/apa/d/west-toronto-september-1st-occupancy/7866075199.html
INCREDIBLE LAKE VIEWS 3 BEDS 2 BATHS PARKING ICNLD,"$3,800",LAKESHORE AND BATHURST,https://toronto.craigslist.org/tor/apa/d/downtown-toronto-incredible-lake-views/7866074221.html
KING WEST 3 BEDS 2 BATHS CORNER UNIT,"$3,800",RICHMOND AND BATHURST,https://toronto.craigslist.org/tor/apa/d/downtown-toronto-king-west-beds-baths/7866074671.html
RONCE ADDRESS BRAND NEW SPACIOUS BACHELOR APARTMENT,"$1,800",RONCE,https://toronto.craigslist.org/tor/apa/d/toronto-ronce-address-brand-new/7861214417.html
UPPER LEVEL 2 BEDS 1 BATH WITH W/O DECK RONCE ADDRESS,"$2,550",RONCE,https://toronto.craigslist.org/tor/apa/d/toronto-upper-level-beds-bath-with-o/7861218927.html
MUST SEE 2 BEDS 1 BATH BRAND NEW LUXURY CONDO,"$2,250",DUNDAS AND CHURCH,https://toronto.craigslist.org/tor/apa/d/toronto-must-see-beds-bath-brand-new/7860309137.html
BRAND NEW HIGH CEILINGS 1 BED LOWER LEVEL,"$1,790",THE JUNCTION,https://toronto.craigslist.org/tor/apa/d/west-toronto-brand-new-high-ceilings/7860305922.html
UPPER LEVEL WITH W/O DECK 1 BED PARKING INCLD,"$1,950",RONCE,https://toronto.craigslist.org/tor/apa/d/toronto-upper-level-with-o-deck-bed/7861216699.html
RENOVATED 1 BED LOWER LEVEL HIGH PARK,"$1,600",HIGH PARK,https://toronto.craigslist.org/tor/apa/d/toronto-renovated-bed-lower-level-high/7860304998.html
GREAT VALUE 1 BED CONDO LUXURY,"$2,070",BLOOR AND SHERBOURNE,https://toronto.craigslist.org/tor/apa/d/toronto-great-value-bed-condo-luxury/7860307652.html
STEPS TO SUBWAY AND UNIVERSITIES STUDIO CONDO,"$1,670",CHURCH AND CARLTON,https://toronto.craigslist.org/tor/apa/d/toronto-steps-to-subway-and/7860305530.html
